query-id	corpus-id	score
1	vpodtbjk	0.54
1	kzio06pl	0.54
1	xxcx7hg5	0.54
1	4r6jbv44	0.54
1	i8cywew0	0.54
1	3e4mn5a8	0.54
1	01x3z3fn	0.54
1	fw5qrkpo	0.54
1	vbadg8ki	0.54
1	tnfgbl05	0.54
1	m505x8qo	0.54
1	o47v5vgw	0.54
1	bcx51aci	0.54
1	3jb0wnsv	0.54
1	oxc6nzee	0.54
1	umpjro2y	0.54
1	ea99j2qn	0.54
1	walpfa6r	0.54
1	dp2xzul1	0.54
1	40l8eiyd	0.54
1	5hvyvqbg	0.54
1	ax8qn0ci	0.54
1	fby0old4	0.54
1	5f2mmhlm	0.54
1	ky96gf36	0.54
1	2brbgvqo	0.54
1	snra23sy	0.54
1	39giu15x	0.54
1	w6bk2x1n	0.54
1	1mwf49bw	0.54
1	qmcw42pw	0.54
1	2rec51xg	0.54
1	5pv11lfo	0.54
1	8nyew5i5	0.54
1	2q9zu2ql	0.54
1	b7uzeq0j	0.54
1	psdq17k5	0.54
1	agn6w3lk	0.54
1	wyhf4o7x	0.54
1	1w8epdht	0.54
1	k406jf98	0.54
1	2jlz4c58	0.53
1	o6yruxyd	0.53
1	rhfwbyav	0.53
1	qy0ptoo6	0.53
1	gwf8050w	0.53
1	lxpwut0w	0.53
1	rflu6axg	0.53
1	wimsktta	0.53
1	fzbnnyj1	0.53
1	ss38363u	0.53
1	hs417muq	0.53
1	uc0vp5pr	0.53
1	ap0w40vn	0.53
1	tjp33y35	0.53
1	txuthqgo	0.53
1	bjyzrmsb	0.53
1	z4vfjlbg	0.53
1	w296pll9	0.53
1	t33cp9li	0.53
1	v9suydte	0.53
1	xq70rn1j	0.53
1	ajbypz7g	0.53
1	7dnpo4qk	0.53
1	r7z0nxex	0.53
1	63yyjpp0	0.53
1	nbcob7rl	0.53
1	cfe8yujp	0.53
1	tfo6b6pa	0.53
1	hcxbkvgd	0.53
1	hicqy5sj	0.53
1	mrh4my3u	0.53
1	uzdydmmh	0.53
1	esg72lpv	0.53
1	4me7664q	0.53
1	m5h19hy6	0.53
1	srfc9sk1	0.53
1	ad3w3nt8	0.53
1	9rq7zzqs	0.53
1	x05tfkgx	0.53
1	jr255dwn	0.53
1	6n0n5l4f	0.53
1	4nrpcado	0.53
1	fpzmsljd	0.53
1	2nvk7glh	0.53
1	ar6psvlo	0.53
1	qy2iqjcz	0.53
1	2z7tc8s3	0.53
1	9efi8hf9	0.53
1	gw4nau1u	0.53
1	e9txmpou	0.53
1	eqwxkwqa	0.53
1	ox7xetlq	0.53
1	binxayw2	0.53
1	0zeppske	0.53
1	b31mzs3b	0.53
1	zej99y5x	0.53
1	pg466dan	0.53
1	hb9leola	0.53
1	i6vuhaiv	0.53
1	g4dc0dxs	0.53
1	a03yoj96	0.53
1	2epzn6pb	0.53
1	mn0l7nar	0.53
1	dblrxlt1	0.53
1	j1sgaido	0.53
1	mhcy53fk	0.53
1	xs32un2d	0.53
1	3n37dlt4	0.53
1	g9z4cxtl	0.53
1	h3zi8k8g	0.53
1	xy7d2rhf	0.53
1	niq3hosc	0.53
1	7bc9zqzq	0.53
1	agchvvx9	0.53
1	7aiyyj9r	0.53
1	utpl27y8	0.53
1	jjdr14fe	0.53
1	gargtae0	0.53
1	r5a46n9a	0.53
1	lgrk3zs6	0.53
1	cx3v56ri	0.53
1	7vynze7d	0.53
1	3dqu07zv	0.53
1	04lfz30c	0.53
1	ex7rta8f	0.53
1	guij6nyd	0.53
1	rq9hmjsx	0.53
1	3pxc5wot	0.53
1	h0vmnxgc	0.53
1	6omhqe0n	0.53
1	08c6p3c8	0.53
1	rtby02q1	0.53
1	gbyyehbu	0.53
1	nb8mfh7z	0.53
1	0seurnlu	0.53
1	fciota2z	0.53
1	q0hupvz2	0.53
1	iwv9lilo	0.53
1	fs3kasu8	0.53
1	c1lykari	0.53
1	apc0lm5e	0.53
1	rrx2r4n2	0.53
1	k2q9ziks	0.53
1	urpianz6	0.53
1	44lulf16	0.53
1	cmzon8ow	0.53
1	9ebxjekp	0.53
1	q8mht4jd	0.53
1	k4l759k2	0.53
1	djulbca8	0.52
1	zw0t78lo	0.52
1	gcgc9g9x	0.52
1	gr0lzz6r	0.52
1	0y0hau9l	0.52
1	ycch15k8	0.52
1	lgze4zex	0.52
1	bojfc3q0	0.52
1	733c0biq	0.52
1	u5gjsvq8	0.52
1	olt3mipu	0.52
1	j3avpu1y	0.52
1	p5cb6idp	0.52
1	jmrg4oeb	0.52
1	6sf5xepa	0.52
1	7fxavlgx	0.52
1	bxuwx1jj	0.52
1	3mmxpz23	0.52
1	3lqk5od5	0.52
1	01q775up	0.52
1	82709xmy	0.52
1	1bjskqyg	0.52
1	nl8lvzo7	0.52
1	03898v6y	0.52
1	qnf8o5br	0.52
1	48qq1f78	0.52
1	mm9rtjsd	0.52
1	lg7nnmb6	0.52
1	dpk3fqqj	0.52
1	1ghgd7yg	0.52
1	v5pcpss9	0.52
1	iufb8ab6	0.52
1	lgjpb2hu	0.52
1	bam3pa70	0.52
1	sizuq2zs	0.52
1	kh7sv14c	0.52
1	7d7i3cc8	0.52
1	hz8rb18r	0.52
1	tcg4d7nq	0.52
1	v7asfaxc	0.52
1	vx7plrvz	0.52
1	js9ek5me	0.52
1	u5d9tcdl	0.52
1	6r36iokw	0.52
1	okplmmtd	0.52
1	zndtddty	0.52
1	h3ftgzqz	0.52
1	jfjrk9gy	0.52
1	c5fygzvz	0.52
1	wlmu65vm	0.52
1	bvvjdnp7	0.52
1	d71rj29o	0.52
1	egsuykbu	0.52
1	qele28zk	0.52
1	gxxv6kmj	0.52
1	n0actmsc	0.52
1	j5teavse	0.52
1	7hrjzapj	0.52
1	b69wakcj	0.52
1	n2tckfjq	0.52
1	pbj9xkp1	0.52
1	vxrqtkde	0.52
1	qtorq2qq	0.52
1	ctx39vhi	0.52
1	g4sg2nex	0.52
1	qqg3d20k	0.52
1	u6ussgyb	0.52
1	v38tjof3	0.52
1	faila0ps	0.52
1	eut059y8	0.52
1	8zwsi4nk	0.52
1	ln52whfa	0.52
1	gkezw545	0.52
1	zo2ff0jk	0.52
1	oaktb562	0.52
1	nk7w2ola	0.52
1	copdn2y0	0.52
1	suhqgmlo	0.52
1	3hh2r4vc	0.52
1	l6awxamv	0.52
1	tsrvt356	0.52
1	a21ub1e9	0.52
1	h2naxk6w	0.52
1	ti7gcpf0	0.52
1	y7mrifv6	0.52
1	41ogljo8	0.52
1	q4cs2h29	0.52
1	rrj684c4	0.52
1	1ysxsj2n	0.52
1	ll8d5hah	0.52
1	r2rnnsfh	0.52
1	43ngt2qc	0.52
1	xeq0dq6u	0.52
1	l5m3w572	0.52
1	hn9fj8h8	0.52
1	sj0441io	0.52
1	qq48448d	0.52
1	3luye7cx	0.52
1	9sofxhj7	0.52
1	i1x9bx9g	0.52
1	9erqp86r	0.52
1	9uj8s19h	0.52
1	cusk2t80	0.52
1	598n91gb	0.52
1	401tisd3	0.52
1	4rhlkhji	0.52
1	thg4fqi2	0.52
1	rmmp3gms	0.52
1	5jai745w	0.52
1	jkfq5vs1	0.52
1	c5kmn9ov	0.52
1	4v42ezk8	0.52
1	fb04slz0	0.52
1	85zntq7i	0.52
1	myhlbq9h	0.52
1	nwpzla09	0.52
1	jjrchi62	0.52
1	6q8afty7	0.52
1	mxcfkyui	0.52
1	latusndq	0.52
1	qfvlbsse	0.52
1	k7v15131	0.52
1	wxhbwcfr	0.52
1	eyf2dogw	0.52
1	w4f7unne	0.52
1	rbp7p8s9	0.52
1	adpn5fb9	0.52
1	kkknzw2i	0.52
1	2g0zq9dh	0.52
1	2gyunenw	0.52
1	iowyb7xs	0.52
1	ogcfgy8f	0.52
1	pm9ftxv3	0.52
1	blqzi69t	0.52
1	4oz6r7op	0.52
1	3y47oszt	0.52
1	wadkoj8j	0.52
1	86blwq0z	0.52
1	i4tevhqf	0.52
1	o9glkhyv	0.52
1	nzbopcxg	0.52
1	ou8lm4yl	0.52
1	j9gmuir6	0.52
1	vuvgi8xx	0.52
1	bmwgq7py	0.52
1	nazl2e97	0.52
1	upcf15q5	0.52
1	79vhgrin	0.52
1	b5329o75	0.52
1	vhb280gz	0.52
1	35wfw3zn	0.52
1	c81hzdge	0.52
1	1dxu14b1	0.52
1	6x167lv9	0.52
1	9yenf9w3	0.52
1	rbn3foj3	0.51
1	9ul4682l	0.51
1	oqu072nx	0.51
1	57zdu3o2	0.51
1	fqrn02lr	0.51
1	43gik8e3	0.51
1	jjm7y07m	0.51
1	6gzhoz6s	0.51
1	2bq5i16v	0.51
1	d3rrnjz2	0.51
1	k6hh7yft	0.51
1	j5ogel6y	0.51
1	z122v1uz	0.51
1	s3hval1a	0.51
1	49ybh6fj	0.51
1	jzpwo5un	0.51
1	f6i10v6g	0.51
1	1wyyk3o8	0.51
1	4azlivaa	0.51
1	4hgh6ygv	0.51
1	3um507y0	0.51
1	pzhj0n61	0.51
1	kbowtjon	0.51
1	afw20ln3	0.51
1	52ojk69p	0.51
1	cy4eo4vu	0.51
1	wdtsqdl5	0.51
1	1xnfkbxu	0.51
1	riitjx0f	0.51
1	yru44hmt	0.51
1	eota8ezx	0.51
1	vdm8y17y	0.51
1	mettlmhz	0.51
1	vp1r00m9	0.51
1	h2nt96mx	0.51
1	52cdi5bv	0.51
1	uf7usvuu	0.51
1	n3lrzw3o	0.51
1	udn2t8il	0.51
1	bnbbwhrk	0.51
1	7h4402uq	0.51
1	4p7a69kz	0.51
1	qgvue8yw	0.51
1	lslh9yg3	0.51
1	g0gh28hu	0.51
1	kw7mon2o	0.51
1	dbowa5bt	0.51
1	gqlid559	0.51
1	wmxlu3l1	0.51
1	kziwo9n9	0.51
1	7xd0msyk	0.51
1	yge1wvxi	0.51
1	4ju9ft8q	0.51
1	hi3fjne4	0.51
1	vvu3ad43	0.51
1	zzi2xv3p	0.51
1	fxsxg2yn	0.51
1	n63tgr1g	0.51
1	yta9eqab	0.51
1	u3cz9pv9	0.51
1	gunn55f9	0.51
1	pgxa0nft	0.51
1	x3samb5n	0.51
1	k5uq1x68	0.51
1	r2iqpmmc	0.51
1	3evttl1u	0.51
1	nzpkxe4l	0.51
1	ewb09f5h	0.51
1	7xd93aqv	0.51
1	8rl0y45s	0.51
1	shn7vx3d	0.51
1	ihjcc9z9	0.51
1	zbmsaj8s	0.51
1	6dqy7tzc	0.51
1	45rhlb8k	0.51
1	uvchrgov	0.51
1	a60caaqb	0.51
1	fwf5j4ex	0.51
1	x9n2yj4o	0.51
1	zrp4bhgh	0.51
1	my16g91c	0.51
1	3vi7pgvr	0.51
1	tnnhx51r	0.51
1	3wvcuboc	0.51
1	vw07dywk	0.51
1	i17gweqp	0.51
1	h982gyv1	0.51
1	c4q5gtw2	0.51
1	0kxo3a4q	0.51
1	jcu3pasy	0.51
1	scc9wee0	0.51
1	gjkdm90a	0.51
1	95zjnp77	0.51
1	r6y70to9	0.51
1	3li11llq	0.51
1	4ej0zunz	0.51
1	enkmvl7a	0.51
1	j5zr528a	0.51
1	zbzcplli	0.51
1	cpc6v40g	0.51
1	1c4m2fym	0.51
1	6ez0u7iq	0.51
1	q5xl889n	0.51
1	ld0vo1rl	0.51
1	ag8pknow	0.51
1	6bv54unc	0.51
1	sl560i2a	0.51
1	18znmmpz	0.51
1	08rbygz3	0.51
1	v8djcgal	0.51
1	cdsir930	0.51
1	k7v17c04	0.51
1	vy1obqyp	0.51
1	ma4cet3z	0.51
1	n9rwixr4	0.51
1	1uriiqhh	0.51
1	peq0auvi	0.51
1	13f9lvhx	0.51
1	s41icfzf	0.51
1	wszoi6p2	0.51
1	wbwb90h8	0.51
1	e6jt8yhs	0.51
1	t0cw7l2a	0.51
1	nkjy64gn	0.51
1	twm32weg	0.51
1	lh2nednu	0.51
1	s7uqawbd	0.51
1	gmk4qo4i	0.51
1	wt4pxu08	0.51
1	vyxw1e6w	0.51
1	ugppoay3	0.51
1	0bx704ao	0.51
1	awitk3se	0.51
1	rldj1ady	0.51
1	ou7w3zkv	0.51
1	8l6ehcu6	0.51
1	dtax0yti	0.51
1	kzd9vvci	0.51
1	xmg9tnda	0.51
1	pwou07e2	0.51
1	rufsbo10	0.51
1	mk6lfyez	0.51
1	v9qbsxoa	0.51
1	xr2bs4bk	0.51
1	0xvxwhk2	0.51
1	ziijht2j	0.51
1	5mu5ra29	0.51
1	24wyajfj	0.51
1	v861kk0i	0.51
1	wwqak675	0.51
1	cfomrgjo	0.51
1	tn7wenyd	0.51
1	ayi928ct	0.51
1	r86vx4mu	0.51
1	sm8kgh68	0.51
1	hz7fuhe1	0.51
1	j6hcp6zx	0.51
1	q9tp1hd6	0.51
1	hj34swd8	0.51
1	dpa8zzc3	0.51
1	z9ygudv6	0.51
1	u3sgvaoc	0.51
1	00cl7q1q	0.51
1	d56ed4hw	0.51
1	lv5w32p1	0.51
1	kx1j99yw	0.51
1	grev6m4q	0.51
1	ya1rkryx	0.51
1	rsylsztg	0.51
1	k18azo6i	0.51
1	bsypo08l	0.51
1	0muwl6oc	0.51
1	y59h5bw8	0.51
1	3fy2va32	0.51
1	u7o1jpbt	0.51
1	nbqxy846	0.51
1	9p0x1gus	0.51
1	cs9vty05	0.5
1	ee7wfh6p	0.5
1	94xxzksq	0.5
1	mowlquh4	0.5
1	exy69neu	0.5
1	3uif1ve9	0.5
1	y7dqrmz1	0.5
1	xeu35i0n	0.5
1	z9p1ylsr	0.5
1	d0p2nqb9	0.5
1	tktqlfgd	0.5
1	we7wv6so	0.5
1	lttavvly	0.5
1	6xn62xtt	0.5
1	jerctbyl	0.5
1	ofb5434t	0.5
1	ivd92bol	0.5
1	j5bepvvw	0.5
1	j6y806qu	0.5
1	cc7eh1mf	0.5
1	dtfw8o4g	0.5
1	xnamt7q4	0.5
1	f2cduu7g	0.5
1	41isp0wj	0.5
1	6rpt47gm	0.5
1	blxi5rkh	0.5
1	0s7oq0uv	0.5
1	bgdcm1i1	0.5
1	0nlyh8fj	0.5
1	xvfl7ycj	0.5
1	yydc7ksy	0.5
1	628fqvgq	0.5
1	2yjuf053	0.5
1	ezpajd6f	0.5
1	nna0s5mf	0.5
1	w90eitw9	0.5
1	rziotno9	0.5
1	oalp8ty7	0.5
1	diahoew3	0.5
1	d5yt2fih	0.5
1	ys4mz6r7	0.5
1	6c68pmem	0.5
1	3e2soc6w	0.5
1	6qsk6mij	0.5
1	vlszl0i8	0.5
1	q4g1ehlw	0.5
1	bsf8s4mh	0.5
1	fl6h1lrn	0.5
1	n2abv3ub	0.5
1	yd77xfg2	0.5
1	w9ld7jpx	0.5
1	jmoyy8rb	0.5
1	ousuytwz	0.5
1	as507p4t	0.5
1	8gpgpe98	0.5
1	22f04uqe	0.5
1	ejidqmpm	0.5
1	tgrl1d24	0.5
1	c87bbwmm	0.5
1	vafnd4c3	0.5
1	nqjo3tw5	0.5
1	mzsrg0sn	0.5
1	zio8yhuy	0.5
1	kzywffu9	0.5
1	w1quh4fx	0.5
1	f3i480bx	0.5
1	z1qh8286	0.5
1	b9j268n4	0.5
1	2nwmg7il	0.5
1	ytjm488j	0.5
1	w6fk9hgr	0.5
1	rwsfw1ei	0.5
1	izw202m5	0.5
1	89asskfx	0.5
1	n2xitacd	0.5
1	w4d45fue	0.5
1	iusv19qd	0.5
1	n6yjehkj	0.5
1	797r1kpy	0.5
1	3pxo0j42	0.5
1	yos0djuo	0.5
1	sniabjhu	0.5
1	26ey3fm8	0.5
1	ug8xh52p	0.5
1	d6vud7xg	0.5
1	78qyuk5x	0.5
1	0zxt9fm1	0.5
1	z71bquck	0.5
1	zvvdqk4b	0.5
1	t8xg1vak	0.5
1	sdx37sup	0.5
1	siyp2qpk	0.5
1	1le537yd	0.5
1	msggi1p2	0.5
1	c4r277bi	0.5
1	c2lljdi7	0.5
1	4fp34pbh	0.5
1	mx7kfnhk	0.5
1	xh41koro	0.5
1	doy9ztty	0.5
1	1qnzk3vd	0.5
1	mk7992xk	0.5
1	yxjvjnv0	0.5
1	m2hylhd3	0.5
1	amlwjapw	0.5
1	26i2n50f	0.5
1	1sq2uvur	0.5
1	3kmxzbm7	0.5
1	6vw88jib	0.5
1	ep89bnrc	0.5
1	acru849v	0.5
1	9vvtiquw	0.5
1	jpbfgwhl	0.5
1	mbq82f63	0.5
1	q2lnl3ig	0.5
1	5iw42yjq	0.5
1	lmqf1ls8	0.5
1	mm8gmupu	0.5
1	i9q5il41	0.5
1	l5ja7l6h	0.5
1	9wfb43gt	0.5
1	fcdp5jb9	0.5
1	m95bmi9t	0.5
1	yfnh4ivd	0.5
1	nx5a9bq9	0.5
1	9xnb2n0q	0.5
1	neq2vqym	0.5
1	554iw63z	0.5
1	jowowl0v	0.5
1	9lvu8dz2	0.5
1	3awtlpxw	0.5
1	2f5ge0tz	0.5
1	pwyl57nn	0.5
1	9101ulsf	0.5
1	zrlre18s	0.5
1	3zvjyl3g	0.5
1	z0qzgu5m	0.5
1	0twnkv93	0.5
1	v550hfnf	0.5
1	wkn3x29f	0.5
1	y3hgnb6u	0.5
1	p0fwmnn3	0.5
1	iff8cuum	0.5
1	nubzfw13	0.5
1	ffmxvb23	0.5
1	epdoa559	0.5
1	njhkhmhh	0.5
2	526elsrf	0.69
2	miyvn7vd	0.68
2	to9awvi9	0.64
2	60qmiwjm	0.64
2	3xw4qjoy	0.64
2	uj8a09t3	0.64
2	1x66nxgx	0.64
2	3svnvozz	0.63
2	7gs2hynl	0.63
2	5czqwdwl	0.63
2	w8gjfomz	0.61
2	degqlprb	0.6
2	7wirya95	0.6
2	mfnwuwfd	0.6
2	g6i86tdj	0.6
2	04rbtmmi	0.6
2	hn9fj8h8	0.59
2	eiek6olk	0.59
